run_name,condition,path,step,candidate_index,picked,score_total,readable_ontology_frontier,frontier_quality,ontology_collapse_density,identity_melt_score,affordance_corruption_score,category_bleeding_score,syntax_readability_proxy,graph_integration,graph_fragmentation,repair_pressure,atmospheric_conservation,unfinished,meta_leak,identity_melt_count,affordance_corruption_count,text
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_banded_frontier_focus/steer_alpha_0p45_c12_tok140.json,1,1,1,-0.6541742259452952,0.20242873362658845,0.43916561762391815,0.5621212121212121,1.0,0.0,0.06060606060606061,0.7319426960398636,0.19999999999999998,0.9100000000000001,0.0,0.0,0.0,0.0,1,0,"The umbrella, now a makeshift shelter for a family of pigeons, its faded purple canopy a tattered, yet surprisingly durable, haven from the city's drizzle. Nearby, a street vendor, her worn face a topographic map of wrinkles, tends to the pigeons, offering them tea and a gentle, soothing melody."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_banded_frontier_focus/steer_alpha_0p45_c12_tok140.json,1,2,0,0.6952599728954074,0.14555316639684762,0.39901694476862076,0.4448529411764706,0.8088235294117647,0.0,0.0,0.6650282412810347,0.19999999999999998,0.9100000000000001,0.0,0.0,0.0,0.0,1,0,"The umbrella, now a makeshift home for a small, bedraggled bird, its metal ribs warped and tangled, its once-vibrant colors faded to a dull sheen, slowly begins to weather and disintegrate, its fabric unraveling like a thread pulled from a sweater, as the bird, sensing the approaching rain, pecks at the umbrella's metal lip, trying to free itself, while a nearby street performer, a young artist, carefully collects the fragments, weaving them into a macabre tapestry, its latest sculpture."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_banded_frontier_focus/steer_alpha_0p45_c12_tok140.json,1,3,0,-0.10703194113466297,0.010912973532338308,0.449710447761194,0.02666666666666667,0.0,0.0,0.13333333333333333,0.7495174129353234,0.19999999999999998,0.9100000000000001,0.0,0.5,0.0,0.0,0,0,"It leaned against the worn bench, a lone figure in a sea of people rushing to catch a train, its metal ribs exposed and dented, a forgotten companion to the countless others that had once sheltered someone, now only a relic of a rainy day long past."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_banded_frontier_focus/steer_alpha_0p45_c12_tok140.json,1,4,0,0.842271028165231,0.009535285020644095,0.43606486374896775,0.02666666666666667,0.0,0.0,0.13333333333333333,0.7267747729149463,0.19999999999999998,0.9100000000000001,0.0,0.0,0.0,0.0,0,0,"The umbrella stood at an angle, its metal ribs bent and twisted like a metal snake, its once-vibrant colors now dulled by the patina of years, its tip tracing a slow path of water onto a dusty, abandoned suitcase."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_banded_frontier_focus/steer_alpha_0p45_c12_tok140.json,1,5,0,-0.22920167663496405,0.0,0.4335195607412491,0.0,0.0,0.0,0.0,0.7225326012354152,0.19999999999999998,0.9100000000000001,0.0,0.0,0.0,0.0,0,0,"A train rumbles in, bringing with it a small, disheveled old man, whose worn leather satchel spills a handful of books, one of which is an old, leather-bound volume with a faded, golden title that reads ""The Art of forgetting""."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_banded_frontier_focus/steer_alpha_0p45_c12_tok140.json,1,6,0,0.040551255437730305,0.009639710890607426,0.4050295436247021,0.029024413585588812,0.0,0.0,0.14512206792794405,0.6750492393745036,0.19999999999999998,0.9100000000000001,0.0,0.0,0.0,0.0,0,0,"The umbrella, its once-vibrant colors faded to a dull sheen, had been claimed by a stranger who had appeared from nowhere, its tip planted firmly in the puddle of a nearby puddle, as if it had been waiting for its owner to return. The stranger, a woman with a worn leather satchel slung over her shoulder, gazed out at the rain-soaked streets, her eyes a piercing green in the dim light of a station exit."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_banded_frontier_focus/steer_alpha_0p45_c12_tok140.json,1,7,0,0.02204414229185736,0.006704073517682965,0.40829886092476697,0.018658551590735664,0.0,0.0,0.09329275795367832,0.6804981015412783,0.19999999999999998,0.9100000000000001,0.0,0.3333333333333333,0.0,0.0,0,0,"It stood quietly, a lone figure, its metal ribs and fiberglass canopy slowly rusting, a forgotten relic beside a worn, wooden bench, as a stranger, clutching a leather satchel, paused to study it, her eyes tracing the intricate patterns etched into the metal, her fingers trailing along the edge of the umbrella's shattered tip, where a tiny, antique music box, once attached, now lay broken and still."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_banded_frontier_focus/steer_alpha_0p45_c12_tok140.json,1,8,0,0.22908106124216476,0.0,0.37976981326869563,0.0,0.0,0.0,0.0,0.7165468174881049,0.05999999999999997,0.9730000000000001,0.0,0.0,0.0,0.0,0,0,"The umbrella, now dry and brittle, stands upright beside a puddle, its once-vibrant colors faded to a dull sheen, as a young artist, eyes fixed on a nearby sketchbook, begins to draw the umbrella, capturing its intricate metalwork and the morning dew that clings to its skeletal ribs."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_banded_frontier_focus/steer_alpha_0p45_c12_tok140.json,1,9,0,0.0725285977083987,0.0,0.4210614348785871,0.0,0.0,0.0,0.0,0.7017690581309786,0.19999999999999998,0.9100000000000001,0.0,0.0,0.0,0.0,0,0,"The umbrella, its once-vibrant colors now faded, stood upright in a dusty corner, surrounded by the remnants of a long-abandoned café, where a lone, leather-bound book lay open, its pages fluttering gently in the station's faint breeze, as a small, unassuming teacup, once filled with tea, now sat atop a nearby trash can, its delicate handle worn and twisted."
steer_alpha_0p45_c12_tok140.json,steer_alpha_0p45,experiments/frontier_sweep_banded_frontier_focus/steer_alpha_0p45_c12_tok140.json,1,10,0,0.8160646931814968,0.0,0.4264301917596144,0.0,0.0,0.0,0.0,0.710716986266024,0.19999999999999998,0.9100000000000001,0.0,0.0,0.0,0.0,0,0,"The umbrella, its once-vibrant colors now faded and peeling, stood at attention beside a dumpster, its tip slightly askew, where it had likely been left by a commuter who never returned. A small, leather-bound book clung to its handle, as if trying to escape, its pages fluttering in the breeze that carried the scent of damp earth and decaying leaves."
