run_name,condition,path,step,candidate_index,picked,score_total,readable_ontology_frontier,frontier_quality,ontology_collapse_density,identity_melt_score,affordance_corruption_score,category_bleeding_score,syntax_readability_proxy,graph_integration,graph_fragmentation,repair_pressure,cliche_attractor_score,cliche_attractor_density_per_100,cliche_attractor_hits,stock_prop_attractor_score,stock_prop_attractor_density_per_100,stock_prop_attractor_hits,soft_style_cliche_score,soft_style_cliche_density_per_100,soft_style_cliche_hits,fantasy_prop_score,fantasy_prop_hits,ordinary_anchor_retention,ordinary_anchor_drop,ordinary_anchor_terms,ordinary_anchor_hits,atmospheric_conservation,unfinished,meta_leak,identity_melt_count,affordance_corruption_count,text
steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,1,1,1,-0.9042443764224821,0.002645592216348336,0.4226422542933161,0.007017543859649123,0.0,0.0,0.03508771929824561,0.7044037571555268,0.19999999999999998,0.9100000000000001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,the; receipt; counter,the; receipt; counter,0.4,0.0,0.0,0,0,"It remained, crumpled and forgotten, a small, worn photograph of a young couple, their eyes seeming to watch as a stranger, with a worn leather satchel, sits, its contents spilling onto the counter, a tangle of twigs, a faded botanical print, a tarnished silver locket, and a receipt for a small, unassuming café, with an address that reads ""1313, rue de l'Ermite, 75004, Paris."""
steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,1,2,0,-1.102596762537939,0.0,0.4498623789564966,0.0,0.0,0.0,0.0,0.749770631594161,0.19999999999999998,0.9100000000000001,0.0,0.6666666666666666,6.0606060606060606,antique; delicate,0.3333333333333333,3.0303030303030303,antique,0.3333333333333333,3.0303030303030303,delicate,0.375,antique,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.45,0.0,0.0,0,0,"A faded Polaroid photo of a woman with a soft, enigmatic smile was pinned to the edge of a dusty, old globe, its surface worn and cracked, a tiny, antique clock ticks away in the corner, its delicate, silver hands frozen at 3:47."
steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,1,3,0,-1.8900548701390538,0.005934442364294043,0.3951903905190262,0.016666666666666666,0.0,0.0,0.08333333333333333,0.7456422462623136,0.05999999999999997,0.9730000000000001,0.0,1.0,10.344827586206897,antique; leather-bound; music box,1.0,10.344827586206897,antique; leather-bound; music box,0.0,0.0,,1.0,antique; leather-bound; music box,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.45,0.0,0.0,0,0,"A small, antique music box, once a treasured family heirloom, now sits beside a worn, leather-bound book, its cover creaking softly in the faint, morning breeze that stirs the dusty, old shop."
steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,1,4,0,-1.2423954824913126,0.018316893736077696,0.46202927024859664,0.044444444444444446,0.0,0.0,0.2222222222222222,0.7700487837476611,0.19999999999999998,0.9100000000000001,0.0,1.0,15.384615384615385,antique; delicate; leather-bound; music box,1.0,11.538461538461538,antique; leather-bound; music box,0.3333333333333333,3.8461538461538463,delicate,1.0,antique; ballerina; leather-bound; music box,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.4,0.0,0.0,0,0,"A small, antique music box, its delicate ballerina twirling to a melancholy waltz, sits next to a stack of dusty, leather-bound books, their worn spines creaking softly in the silence of a forgotten library."
steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,1,5,0,-0.6211868909726059,0.011537135075735073,0.4161563706563706,0.03076923076923077,0.0,0.0,0.15384615384615385,0.693593951093951,0.19999999999999998,0.9100000000000001,0.0,1.0,6.122448979591836,antique; leather-bound; music box,1.0,6.122448979591836,antique; leather-bound; music box,0.0,0.0,,1.0,antique; leather-bound; music box,1.0,0.0,the; receipt; counter,the; receipt; counter,0.45,0.0,0.0,0,0,"A small, antique music box, intricately carved with scenes of a forgotten garden, sits next to a worn, leather-bound book with the receipt's creased and faded edges, as morning sunlight casts a thin, silver glow over the counter, a steaming teapot and two mismatched cups, a faded floral pattern, a small, silver snail, a dusting of scattered, gray snow."
steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,1,6,0,0.18125881644810504,0.007873429338630515,0.42600408463733375,0.020512820512820513,0.0,0.0,0.10256410256410256,0.7100068077288896,0.19999999999999998,0.9100000000000001,0.0,0.6666666666666666,4.3478260869565215,antique; music box,0.6666666666666666,4.3478260869565215,antique; music box,0.0,0.0,,1.0,antique; grandfather clock; music box,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; counter,0.45,0.0,0.0,0,0,"A small, antique music box, half-buried in the dust, slowly opens its lid, releasing a faint, forgotten melody that seems to harmonize with the ticking of a nearby, ancient grandfather clock, while a faded, old photograph, once a family portrait, now turned upside down, appears to be slowly, silently slipping off the edge of the counter."
steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,1,7,0,-1.4602685284640176,0.017055119130768757,0.36264285714285716,0.056121802482994025,0.0,0.0,0.2806090124149701,0.7252857142857143,0.0,1.0,0.0,1.0,13.333333333333334,antique; delicate; miniature; music box,1.0,10.0,antique; miniature; music box,0.3333333333333333,3.3333333333333335,delicate,1.0,antique; ballerina; miniature; music box,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.1,0.0,0.0,0,0,"A small, antique music box, intricately carved with a delicate ballerina twirls to an invisible waltz, as a taxidermied owl, its glassy eyes staring straight at the music box, its tiny, outstretched talons gripping a miniature top hat."
steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,1,8,0,0.5632070838192849,0.01712589331006794,0.4319872191440905,0.044444444444444446,0.0,0.0,0.2222222222222222,0.7199786985734842,0.19999999999999998,0.9100000000000001,0.0,1.0,7.6923076923076925,antique; delicate; music box,0.6666666666666666,5.128205128205129,antique; music box,0.3333333333333333,2.5641025641025643,delicate,1.0,antique; ballerina; music box,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; counter,0.4,0.0,0.0,0,0,"A small, antique music box sits on the counter, its delicate ballerina twirls to the tune of a soft, forgotten melody, as a vintage typewriter, its keys yellowed with age, slowly begins to type out a poem, the words ""you are not a memory"" in elegant, cursive script."
steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,1,9,0,-0.14104460746460745,0.010299063135135135,0.42865135135135135,0.02666666666666667,0.0,0.0,0.13333333333333333,0.714418918918919,0.19999999999999998,0.877,0.0,1.0,11.11111111111111,antique; delicate; leather-bound; music box,1.0,8.333333333333334,antique; leather-bound; music box,0.3333333333333333,2.7777777777777777,delicate,1.0,antique; ballerina; grandfather clock; leather-bound; music box,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.45,0.0,0.0,0,0,"A dusty antique music box, its delicate ballerina twirling to a tune that seems to harmonize with the ticking of a nearby grandfather clock, as a worn, leather-bound book lies open, its pages fluttering in a gentle breeze that stirs the dust of a long-abandoned shop."
steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,steer_alpha_0p66__reselect_banded-frontier_best,experiments/posthoc_reselect_mundane_hard_gate/steer_alpha_0p66_c19_tok140_seed01_the_receipt_on_the_counter__banded-frontier_best.json,1,10,0,-0.5717020221832583,0.016403612904789783,0.41948047985576586,0.04383922840040362,0.0,0.0,0.2191961420020181,0.6991341330929431,0.19999999999999998,0.9100000000000001,0.0,1.0,15.151515151515152,antique; delicate; doll; music box; porcelain,1.0,12.121212121212121,antique; doll; music box; porcelain,0.3333333333333333,3.0303030303030303,delicate,1.0,antique; doll; music box; porcelain,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.4,0.0,0.0,0,0,"A small, antique music box sits beside a vintage typewriter, its keys yellowed with age, a faint melody humming softly, as a delicate, porcelain doll sits on a nearby shelf, its face cracked, a single, withered flower blooms on the typewriter's keys."
