run_name,condition,path,step,candidate_index,picked,score_total,readable_ontology_frontier,frontier_quality,ontology_collapse_density,identity_melt_score,affordance_corruption_score,category_bleeding_score,syntax_readability_proxy,graph_integration,graph_fragmentation,repair_pressure,cliche_attractor_score,cliche_attractor_density_per_100,cliche_attractor_hits,stock_prop_attractor_score,stock_prop_attractor_density_per_100,stock_prop_attractor_hits,soft_style_cliche_score,soft_style_cliche_density_per_100,soft_style_cliche_hits,fantasy_prop_score,fantasy_prop_hits,ordinary_anchor_retention,ordinary_anchor_drop,ordinary_anchor_terms,ordinary_anchor_hits,atmospheric_conservation,unfinished,meta_leak,identity_melt_count,affordance_corruption_count,text
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_model_compare_llama_stock_guard_traj_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,1,1,-1.7212882667279268,0.004250720014313231,0.3538335195044309,0.013333333333333334,0.0,0.0,0.06666666666666667,0.7076670390088619,0.0,1.0,0.0,0.3333333333333333,2.3255813953488373,delicate,0.0,0.0,,0.3333333333333333,2.3255813953488373,delicate,0.0,,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; counter,0.45,0.0,0.0,0,0,"A small, dusty vase, its once-blue glaze now faded to a soft gray, sat on the counter, a forgotten souvenir from a long-forgotten ocean vacation, its delicate flowers now wilted and dead, their petals dry and brittle, their stem snapped off, a small, wilted seashell lies beside it."
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_model_compare_llama_stock_guard_traj_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,2,0,-2.72901861252115,0.0,0.39984456554195286,0.0,0.0,0.0,0.0,0.7544237085697223,0.05999999999999997,0.9730000000000001,0.0,0.3333333333333333,2.9411764705882355,antique,0.3333333333333333,2.9411764705882355,antique,0.0,0.0,,0.375,antique,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.45,0.0,0.0,0,0,"A dusty antique clock, its face cracked and faded, sits atop a worn, wooden vanity, its lid slightly ajar, revealing a collection of vintage perfume bottles, each one containing a fragrance that matches the exact shade of the setting sun."
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_model_compare_llama_stock_guard_traj_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,3,0,-0.6799865305706347,0.018004264122129625,0.3943691031424421,0.05333333333333334,0.0,0.0,0.26666666666666666,0.6572818385707369,0.19999999999999998,0.9100000000000001,0.0,1.0,5.172413793103448,antique; miniature; music box,1.0,5.172413793103448,antique; miniature; music box,0.0,0.0,,1.0,antique; ballerina; miniature; music box,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.2,0.0,0.0,0,0,"A small, antique music box, its intricately carved wooden lid open, revealing a miniature ballerina twirling to a tune that only she can hear, as a rain-soaks through a nearby puddle, pooling water into a small, perfect mirror's reflection, which the music box's lid slowly rotates to face the puddle, as if to gaze at its own reflection, and the ballerina's tutu ripples with every drop of water."
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_model_compare_llama_stock_guard_traj_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,4,0,-0.578404114608303,0.009708767676767677,0.4165661188544484,0.02666666666666667,0.0,0.0,0.13333333333333333,0.694276864757414,0.19999999999999998,0.9100000000000001,0.0,1.0,11.11111111111111,antique; leather-bound; music box; porcelain,1.0,11.11111111111111,antique; leather-bound; music box; porcelain,0.0,0.0,,1.0,antique; leather-bound; music box; porcelain,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.3,0.0,0.0,0,0,"A small, antique music box, dusty and worn, sits beside a worn, leather-bound book, its pages fluttering softly in the breeze from an open window, where a small, porcelain bird perches, watching the music box, as a tea kettle whistles in the distance."
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_model_compare_llama_stock_guard_traj_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,5,0,-2.4349817726133516,0.004913178636033537,0.37179322638146167,0.014814814814814815,0.0,0.0,0.07407407407407407,0.7435864527629233,0.0,1.0,0.0,1.0,11.764705882352942,antique; melancholic; music box; pocket watch,1.0,8.823529411764707,antique; music box; pocket watch,0.3333333333333333,2.9411764705882355,melancholic,1.0,antique; music box; pocket watch,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.4,0.0,0.0,0,0,"A small, antique music box, intricately carved with leaves and vines, sat atop a dusty, old-fashioned cash box, its lid slightly ajar, releasing a soft, melancholic tune that harmonizes with the ticking of a nearby, vintage pocket watch."
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_model_compare_llama_stock_guard_traj_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,6,0,-1.6189441504731832,0.0016117976511517155,0.2012510940672231,0.008888888888888889,0.0,0.0,0.04444444444444444,0.670836980224077,0.19999999999999998,0.9100000000000001,0.5,1.0,7.2727272727272725,antique; delicate; leather-bound; music box,1.0,5.454545454545454,antique; leather-bound; music box,0.3333333333333333,1.8181818181818181,delicate,1.0,antique; ballerina; leather-bound; music box,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.45,0.0,0.0,0,0,"A small, antique music box, its delicate ballerina twirling to a forgotten melody, sits beside a vintage typewriter, its keys yellowed with age, as a worn, leather-bound book lies open, its pages fluttering gently in the breeze from a nearby window, where a small, antique globe spins, its surface etched with a faint, cryptic message: ""Turn me, and you'll find the truth."""
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_model_compare_llama_stock_guard_traj_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,7,0,-0.5438373633582672,0.011086892869078265,0.42812658390319386,0.02962962962962963,0.0,0.0,0.14814814814814814,0.7135443065053231,0.19999999999999998,0.9100000000000001,0.0,1.0,15.789473684210526,antique; delicate; ethereal; leather-bound; music box; porcelain,1.0,10.526315789473685,antique; leather-bound; music box; porcelain,0.6666666666666666,5.2631578947368425,delicate; ethereal,1.0,antique; ballerina; leather-bound; music box; porcelain,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.3,0.0,0.0,0,0,"A small, antique music box, intricately carved with a melody of interlocking gears and a delicate, porcelain ballerina twirls to a gentle, ethereal tune, as a forgotten raincoat hangs from the kitchen hook, beside a dusty, leather-bound book with a name scribbled on the cover: ""Emmeline""."
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_model_compare_llama_stock_guard_traj_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,8,0,-3.0647981651376144,0.007626354230377166,0.38089449541284404,0.022222222222222223,0.0,0.0,0.1111111111111111,0.7617889908256881,0.0,1.0,0.0,1.0,16.666666666666668,antique; delicate; music box,0.6666666666666666,11.11111111111111,antique; music box,0.3333333333333333,5.555555555555555,delicate,1.0,antique; ballerina; music box,0.0,1.0,the; receipt; counter,,0.45,0.0,0.0,0,0,"A single, dusty antique music box sits atop a small, worn, wooden table, its delicate ballerina twirling to a soft, forgotten tango."
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_model_compare_llama_stock_guard_traj_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,2,1,1,0.7675440551217949,0.00421318854448374,0.4238878718535469,0.012121212121212123,0.0,0.0,0.06060606060606061,0.7064797864225782,0.19999999999999998,0.9100000000000001,0.0,0.3333333333333333,2.6315789473684212,old man,0.0,0.0,,0.3333333333333333,2.6315789473684212,old man,0.0,,0.75,0.25,the; receipt; counter; vase; its; once-blue; glaze; now; gray; sat; souvenir; long-forgotten,the; counter; vase,0.0,0.0,0.0,0,0,"The old man, his eyes fixed on the vase, his gnarled hands, covered in age spots and wrinkles, slowly lifted it off the counter, his bony fingers wrapped around it as if to cradle it, his eyes, a deep, piercing blue, filled with a mix of sorrow and longing."
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_model_compare_llama_stock_guard_traj_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,2,2,0,0.6130373643165481,0.005298032440988963,0.4228581635755549,0.014814814814814815,0.0,0.0,0.07407407407407407,0.7047636059592581,0.19999999999999998,0.9100000000000001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.75,0.25,the; receipt; counter; vase; its; once-blue; glaze; now; gray; sat; souvenir; long-forgotten,the; counter; vase,0.14285714285714285,0.0,0.0,0,0,"The vase was surrounded by a scattered assortment of seashells, each one uniquely shaped and weathered, a few of which still held tiny, translucent barnacles, their pearly surfaces dulled by fine layers of grime and barnacles clung to the edge of the counter, where a small, cracked, and faded key lies, partially buried in a small patch of mold."
