run_name,condition,path,step,candidate_index,picked,score_total,readable_ontology_frontier,frontier_quality,ontology_collapse_density,identity_melt_score,affordance_corruption_score,category_bleeding_score,syntax_readability_proxy,graph_integration,graph_fragmentation,repair_pressure,cliche_attractor_score,cliche_attractor_density_per_100,cliche_attractor_hits,stock_prop_attractor_score,stock_prop_attractor_density_per_100,stock_prop_attractor_hits,soft_style_cliche_score,soft_style_cliche_density_per_100,soft_style_cliche_hits,fantasy_prop_score,fantasy_prop_hits,ordinary_anchor_retention,ordinary_anchor_drop,ordinary_anchor_terms,ordinary_anchor_hits,atmospheric_conservation,unfinished,meta_leak,identity_melt_count,affordance_corruption_count,text
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,1,1,1,0.08901926076177602,0.0,0.41962013888888894,0.0,0.0,0.0,0.0,0.7917361111111112,0.05999999999999997,0.7934281609195403,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; receipt,0.3,0.0,0.0,0,0,"A worn, yellowed envelope sat beside the receipt, sealed with a faded wax stamp of a swan."
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,1,2,0,0.5111673590005097,0.009876696904518792,0.4419762934599698,0.02666666666666667,0.0,0.0,0.13333333333333333,0.711867816091954,0.24173697270471464,0.7589484683836742,0.0,0.3333333333333333,3.5714285714285716,faded photograph,0.3333333333333333,3.5714285714285716,faded photograph,0.0,0.0,,0.0,,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; receipt,0.1,0.0,0.0,0,0,"A small, silver harmonica sat beside the receipt, next to a faded photograph of a beach with a solitary figure in the distance, its gaze directed at the receipt, which was slightly crumpled from being discarded."
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,1,3,0,0.08613127891716155,0.012559355710955709,0.4401643356643356,0.03333333333333333,0.0,0.0,0.16666666666666666,0.7336072261072261,0.19999999999999998,0.877,0.0,0.3333333333333333,4.166666666666667,faded photograph,0.3333333333333333,4.166666666666667,faded photograph,0.0,0.0,,0.0,,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; receipt,0.2,0.0,0.0,0,0,"A small, faded photograph of a couple standing in front of a dilapidated pier, attached to the receipt with a hand-painted magnet, was slowly starting to pull itself off the worn surface."
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,1,4,0,-0.30807843137254953,0.0,0.47076724137931036,0.0,0.0,0.0,0.0,0.7846120689655173,0.19999999999999998,0.8403175287356324,0.0,0.3333333333333333,5.0,faded photograph,0.3333333333333333,5.0,faded photograph,0.0,0.0,,0.0,,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; receipt,0.2,0.0,0.0,0,0,"A small, faded photograph of a girl in a yellow sundress sat beside the receipt, its corners curled and worn from being folded multiple times."
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,1,5,0,-1.4501166570115478,0.0,0.44225492295214924,0.0,0.0,0.0,0.0,0.7370915382535821,0.19999999999999998,0.9100000000000001,0.0,0.3333333333333333,4.0,faded photograph,0.3333333333333333,4.0,faded photograph,0.0,0.0,,0.0,,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.4,0.0,0.0,0,0,"The faded photograph of a couple on the beach, a Polaroid with a cracked frame, sits next to a half-empty bottle of ketchup, its label worn and peeling away at the top."
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,1,6,0,0.3442619134419067,0.0,0.4244459216313474,0.0,0.0,0.0,0.0,0.707409869385579,0.19999999999999998,0.9100000000000001,0.0,1.0,7.142857142857143,antique; delicate; faded photograph,0.6666666666666666,4.761904761904762,antique; faded photograph,0.3333333333333333,2.380952380952381,delicate,0.375,antique,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; receipt,0.45,0.0,0.0,0,0,"A faded photograph of a woman in a long, flowing gown sat on top of a small, antique tea set, the delicate china surrounded by the remnants of a long-forgotten tea party. The receipt, once a bright yellow, now seemed to blend into the old, cracked countertop, its ink slowly fading away like a ghost."
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,1,7,0,0.28846043611862915,0.004884123582170437,0.2053303075464029,0.02666666666666667,0.0,0.0,0.13333333333333333,0.6844343584880097,0.19999999999999998,0.9100000000000001,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; counter,0.4,0.0,0.0,0,0,"The faint scent of old coffee lingered between the worn wooden table and the faded newspaper clipping, a reminder of the countless conversations that had taken place beneath its surface. A single, crumpled cigarette butt clung to the edge of the counter, as if waiting for its owner's return."
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,1,8,0,-0.44226420984311576,0.0,0.41797586649550705,0.0,0.0,0.0,0.0,0.6966264441591784,0.19999999999999998,0.9100000000000001,0.0,0.6666666666666666,5.2631578947368425,antique; delicate,0.3333333333333333,2.6315789473684212,antique,0.3333333333333333,2.6315789473684212,delicate,0.375,antique,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; receipt,0.4,0.0,0.0,0,0,"A small, antique globe sat atop the receipt, its surface cracked and worn, a faded map of Europe etched into its surface, while a teacup, with a single, delicate rose petal stuck to its rim, sat beside it, a small, silver spoon lying beside the teacup."
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,2,1,1,-1.8704632115902453,0.04193004253609422,0.18016898936170211,0.26904761904761904,0.0,1.0,0.09523809523809523,0.6798829787234042,0.05999999999999997,0.9730000000000001,0.5,0.3333333333333333,2.5,antique,0.3333333333333333,2.5,antique,0.0,0.0,,0.375,antique,1.0,0.0,the; receipt; counter; worn; yellowed; envelope; sat; sealed; wax; stamp; swan,the; counter; worn; wax; stamp; swan,0.25,0.0,0.0,0,1,"A small, antique globe adorned the edge of the counter, its surface cracked and worn, its surface bearing faint scratches from countless fingers that had held it. The faded wax stamp of the swan seemed to be slowly peeling away, revealing a faint, handwritten message hidden beneath."
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,2,2,0,1.071067276896096,0.011646987208008896,0.4261092880978865,0.03333333333333333,0.0,0.0,0.16666666666666666,0.6784482758620689,0.2561290322580645,0.7476370504263998,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.75,0.25,the; receipt; counter; worn; yellowed; envelope; sat; sealed; wax; stamp; swan,the; counter; envelope,0.0,0.0,0.0,0,0,"A dusty, old globe rested on the edge of the counter, its surface etched with faint, crumbling lines that matched the creases in the envelope."
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,2,3,0,-0.002636706894059815,0.020463588108108104,0.4216398648648648,0.05333333333333334,0.0,0.0,0.26666666666666666,0.7027331081081081,0.19999999999999998,0.9100000000000001,0.0,0.6666666666666666,6.25,antique; delicate,0.3333333333333333,3.125,antique,0.3333333333333333,3.125,delicate,0.375,antique,1.0,0.0,the; receipt; counter; worn; yellowed; envelope; sat; sealed; wax; stamp; swan,the; counter; yellowed; envelope; sat,0.5,0.0,0.0,0,0,"A small, antique teacup sat on the edge of the counter, its delicate handle wrapped in a faded floral pattern, its saucer dented and filled with a single, wilted flower that seemed to match the yellowed corner of the envelope."
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,2,4,0,0.2052480509794139,0.008691785001287481,0.4095605497988865,0.022222222222222223,0.0,0.0,0.1111111111111111,0.6826009163314776,0.19999999999999998,0.9100000000000001,0.0,0.3333333333333333,3.225806451612903,antique,0.3333333333333333,3.225806451612903,antique,0.0,0.0,,0.375,antique,1.0,0.0,the; receipt; counter; worn; yellowed; envelope; sat; sealed; wax; stamp; swan,the; counter; worn; yellowed; envelope; wax; stamp; swan,0.75,0.0,0.0,0,0,"A small, antique locket lay open on the counter, its glassy surface reflecting the worn, yellowed envelope, as the swan's faded wax stamp seemed to melt slightly, merging with the envelope's creased surface."
selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,selector_alpha_0,experiments/frontier_sweep_mundane_hub_ablation_smoke/selector_alpha_0_c8_tok100_seed01_the_receipt_on_the_counter.json,2,5,0,-0.350684687848839,0.009223944546745912,0.39629716981132074,0.025577277787393195,0.0,0.0,0.12788638893696597,0.660495283018868,0.19999999999999998,0.9100000000000001,0.0,0.6666666666666666,5.0,antique; faded photograph,0.6666666666666666,5.0,antique; faded photograph,0.0,0.0,,0.375,antique,1.0,0.0,the; receipt; counter; worn; yellowed; envelope; sat; sealed; wax; stamp; swan,the; receipt; yellowed; envelope; stamp; swan,0.5,0.0,0.0,0,0,"A small, antique music sheet was stuck between the edges of the envelope and the receipt, its fragile paper yellowed with age. A faded photograph of a woman with a kind smile was tucked into the corner of the receipt, her eyes gazing directly at the swan stamp."
