run_name,condition,path,step,candidate_index,picked,score_total,readable_ontology_frontier,frontier_quality,ontology_collapse_density,identity_melt_score,affordance_corruption_score,category_bleeding_score,syntax_readability_proxy,graph_integration,graph_fragmentation,repair_pressure,cliche_attractor_score,cliche_attractor_density_per_100,cliche_attractor_hits,stock_prop_attractor_score,stock_prop_attractor_density_per_100,stock_prop_attractor_hits,soft_style_cliche_score,soft_style_cliche_density_per_100,soft_style_cliche_hits,fantasy_prop_score,fantasy_prop_hits,ordinary_anchor_retention,ordinary_anchor_drop,ordinary_anchor_terms,ordinary_anchor_hits,semantic_loop_pressure,semantic_loop_terms,lineage_diversity,lineage_revisited_terms,lineage_new_terms,net_transport_score,atmospheric_conservation,unfinished,meta_leak,identity_melt_count,affordance_corruption_count,text
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_mistral7b_live_semantic_loop_guard_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,1,1,1.619033775312127,0.06726370510443702,0.6152168149796069,0.13333333333333333,0.0,0.0,0.6666666666666666,0.8848275862068966,0.39059139784946223,0.27423387096774204,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; counter,0.0,,0.6666666666666666,counter,ash-veiled; cat,0.8333333333333333,0.0,0.0,0.0,0,0,The ash-veiled cat on the counter.
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_mistral7b_live_semantic_loop_guard_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,2,0,1.174212385250526,0.04650763092124382,0.4253746730601569,0.13333333333333333,0.0,0.0,0.6666666666666666,0.7211711711711711,0.17967741935483866,0.3691451612903226,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; counter,0.0,,0.75,counter,coffee; cup; heat,0.875,0.0,0.0,0.0,0,0,The coffee cup with its heat above the counter.
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_mistral7b_live_semantic_loop_guard_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,3,0,2.1206897435897436,0.0,0.9087173076923076,0.0,0.0,0.0,0.0,0.9771153846153846,0.8599999999999999,0.06300000000000006,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.0,,1.0,,billfold; till,1.0,0.0,0.0,0.0,0,0,"A billfold, open beside the till."
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_mistral7b_live_semantic_loop_guard_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,4,0,0.768012563552067,0.02786707878787879,0.5097636363636364,0.06666666666666667,0.0,0.0,0.3333333333333333,0.9618181818181818,0.05999999999999997,0.6738189655172415,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; counter,0.0,,0.8333333333333334,counter,tin; can; rainbow; emerge; brim,0.9166666666666667,0.0,0.0,0.0,0,0,The tin can rests on the counter. Rainbows emerge from its brim.
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_mistral7b_live_semantic_loop_guard_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,5,0,-1.129496664751637,0.022117365219189406,0.4045859491315136,0.06666666666666667,0.0,0.0,0.3333333333333333,0.7847435897435897,0.031129032258064487,0.6962620504263998,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.0,,1.0,,customer; scoop; ocean; fish; glass,1.0,0.0,0.0,0.0,0,0,A customer scoops an ocean of fish from the glass.
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_mistral7b_live_semantic_loop_guard_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,6,0,-1.8545258620689653,0.021459415708812258,0.39255028735632186,0.06666666666666667,0.0,0.0,0.3333333333333333,0.7406609195402298,0.05999999999999997,0.9404583333333335,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,the; receipt; counter,the; receipt; counter,0.0,,0.7777777777777778,counter; receipt,till; coin; tumble; pocket; bed; wilted; flower,0.8888888888888888,0.0,0.0,0.0,0,0,"In the till, a coin beside the counter. The receipt tumbles from its silver pocket, A bed of wilted flowers."
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_mistral7b_live_semantic_loop_guard_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,7,0,-1.1286520570234364,0.0,0.39468749999999997,0.0,0.0,0.0,0.0,0.7893749999999999,0.0,0.7704856321839081,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.0,,1.0,,cash; register; drawer; slide; releasing; cascade,1.0,0.0,0.0,0.0,0,0,"The cash register drawer slides open, releasing a cascade of change."
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_mistral7b_live_semantic_loop_guard_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,8,0,-1.4527976053639844,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.7008189655172414,0.0,0.3333333333333333,14.285714285714286,crystal,0.3333333333333333,14.285714285714286,crystal,0.0,0.0,,0.35,crystal,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.0,,1.0,,mint; tea; leave; nestled; crystal; vase,1.0,0.0,0.0,0.0,0,0,The mint tea leaves nestled in a crystal vase.
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_mistral7b_live_semantic_loop_guard_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,2,1,1,1.9956908102110733,0.10761550063824553,0.6692545719212821,0.19609640474436812,0.0,0.0,0.9804820237218406,0.8322893081761007,0.6082258064516127,0.22750528364849845,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,the; receipt; counter; ash-veiled; cat,the; counter; ash-veiled; cat,0.0,,0.4,ash-veiled; cat; counter,matchmaker; finger,0.7,0.0,0.0,0.0,0,0,The matchmaker's fingers in the ash-veiled cat on the counter.
steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_0p77_traj,experiments/frontier_sweep_mistral7b_live_semantic_loop_guard_seed12/steer_alpha_0p77_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,2,2,0,1.0639544802867384,0.02907162485186993,0.5544483870967742,0.06394319446848298,0.0,0.0,0.3197159723424149,0.9400000000000001,0.17967741935483866,0.3691451612903226,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.75,0.25,the; receipt; counter; ash-veiled; cat,the; receipt; counter,0.0,,0.5,receipt; counter,chime; ring,0.75,0.0,0.0,0.0,0,0,"The receipt on the counter, its chime rings."
